,token,timestamp,sample_token,scene_token,measurement_type,calibrated_sensor_name,sensor_data_type
785,1045,2023-09-29 12:39:24.868124,,1,imu,lidar_ouster_right,imu
786,1046,2023-09-29 12:39:24.884385,,1,imu,lidar_ouster_right,imu
787,1047,2023-09-29 12:39:24.888406,,1,imu,lidar_ouster_right,imu
788,1048,2023-09-29 12:39:24.899334,,1,imu,lidar_ouster_right,imu
789,1049,2023-09-29 12:39:24.908750,,1,imu,lidar_ouster_right,imu
790,1050,2023-09-29 12:39:24.918054,,1,imu,lidar_ouster_right,imu
791,1052,2023-09-29 12:39:24.938392,,1,imu,lidar_ouster_right,imu
792,1053,2023-09-29 12:39:24.950203,,1,imu,lidar_ouster_right,imu
793,1054,2023-09-29 12:39:24.958667,,1,imu,lidar_ouster_right,imu
794,1055,2023-09-29 12:39:24.968018,,1,imu,lidar_ouster_right,imu
795,1056,2023-09-29 12:39:24.984899,,1,imu,lidar_ouster_right,imu
796,1057,2023-09-29 12:39:24.988306,,1,imu,lidar_ouster_right,imu
797,1058,2023-09-29 12:39:24.999263,,1,imu,lidar_ouster_right,imu
798,1059,2023-09-29 12:39:25.008799,,1,imu,lidar_ouster_right,imu
799,1060,2023-09-29 12:39:25.017980,,1,imu,lidar_ouster_right,imu
800,1062,2023-09-29 12:39:25.038336,,1,imu,lidar_ouster_right,imu
801,1063,2023-09-29 12:39:25.049689,,1,imu,lidar_ouster_right,imu
802,1064,2023-09-29 12:39:25.058567,,1,imu,lidar_ouster_right,imu
803,1065,2023-09-29 12:39:25.068012,,1,imu,lidar_ouster_right,imu
804,1066,2023-09-29 12:39:25.085617,,1,imu,lidar_ouster_right,imu
805,1067,2023-09-29 12:39:25.088308,,1,imu,lidar_ouster_right,imu
806,1068,2023-09-29 12:39:25.099134,,1,imu,lidar_ouster_right,imu
807,1069,2023-09-29 12:39:25.108884,,1,imu,lidar_ouster_right,imu
808,1070,2023-09-29 12:39:25.117870,,1,imu,lidar_ouster_right,imu
809,1071,2023-09-29 12:39:25.129232,,1,imu,lidar_ouster_right,imu
810,1072,2023-09-29 12:39:25.138184,,1,imu,lidar_ouster_right,imu
811,1073,2023-09-29 12:39:25.149579,,1,imu,lidar_ouster_right,imu
812,1074,2023-09-29 12:39:25.158444,,1,imu,lidar_ouster_right,imu
813,1075,2023-09-29 12:39:25.169387,,1,imu,lidar_ouster_right,imu
814,1076,2023-09-29 12:39:25.188674,,1,imu,lidar_ouster_right,imu
815,1077,2023-09-29 12:39:25.188696,,1,imu,lidar_ouster_right,imu
816,1078,2023-09-29 12:39:25.199067,,1,imu,lidar_ouster_right,imu
817,1079,2023-09-29 12:39:25.208836,,1,imu,lidar_ouster_right,imu
818,1080,2023-09-29 12:39:25.219686,,1,imu,lidar_ouster_right,imu
819,1082,2023-09-29 12:39:25.238139,,1,imu,lidar_ouster_right,imu
820,1083,2023-09-29 12:39:25.249039,,1,imu,lidar_ouster_right,imu
821,1084,2023-09-29 12:39:25.258420,,1,imu,lidar_ouster_right,imu
822,1085,2023-09-29 12:39:25.269366,,1,imu,lidar_ouster_right,imu
823,1086,2023-09-29 12:39:25.289202,,1,imu,lidar_ouster_right,imu
824,1087,2023-09-29 12:39:25.289222,,1,imu,lidar_ouster_right,imu
825,1088,2023-09-29 12:39:25.299014,,1,imu,lidar_ouster_right,imu
826,1089,2023-09-29 12:39:25.309028,,1,imu,lidar_ouster_right,imu
827,1090,2023-09-29 12:39:25.319388,,1,imu,lidar_ouster_right,imu
828,1092,2023-09-29 12:39:25.338101,,1,imu,lidar_ouster_right,imu
829,1093,2023-09-29 12:39:25.350140,,1,imu,lidar_ouster_right,imu
830,1094,2023-09-29 12:39:25.358429,,1,imu,lidar_ouster_right,imu
831,1095,2023-09-29 12:39:25.369362,,1,imu,lidar_ouster_right,imu
832,1096,2023-09-29 12:39:25.383807,,1,imu,lidar_ouster_right,imu
833,1097,2023-09-29 12:39:25.388094,,1,imu,lidar_ouster_right,imu
834,1098,2023-09-29 12:39:25.399053,,1,imu,lidar_ouster_right,imu
835,1099,2023-09-29 12:39:25.408738,,1,imu,lidar_ouster_right,imu
836,1100,2023-09-29 12:39:25.419486,,1,imu,lidar_ouster_right,imu
837,1102,2023-09-29 12:39:25.438111,,1,imu,lidar_ouster_right,imu
838,1103,2023-09-29 12:39:25.449656,,1,imu,lidar_ouster_right,imu
839,1104,2023-09-29 12:39:25.458499,,1,imu,lidar_ouster_right,imu
840,1105,2023-09-29 12:39:25.482255,,1,imu,lidar_ouster_right,imu
841,1106,2023-09-29 12:39:25.482342,,1,imu,lidar_ouster_right,imu
842,1107,2023-09-29 12:39:25.488092,,1,imu,lidar_ouster_right,imu
843,1108,2023-09-29 12:39:25.499036,,1,imu,lidar_ouster_right,imu
844,1109,2023-09-29 12:39:25.509137,,1,imu,lidar_ouster_right,imu
845,1110,2023-09-29 12:39:25.519935,,1,imu,lidar_ouster_right,imu
846,1112,2023-09-29 12:39:25.538120,,1,imu,lidar_ouster_right,imu
847,1113,2023-09-29 12:39:25.549484,,1,imu,lidar_ouster_right,imu
848,1114,2023-09-29 12:39:25.558439,,1,imu,lidar_ouster_right,imu
849,1115,2023-09-29 12:39:25.569373,,1,imu,lidar_ouster_right,imu
850,1116,2023-09-29 12:39:25.585362,,1,imu,lidar_ouster_right,imu
851,1117,2023-09-29 12:39:25.588122,,1,imu,lidar_ouster_right,imu
852,1118,2023-09-29 12:39:25.599076,,1,imu,lidar_ouster_right,imu
853,1119,2023-09-29 12:39:25.609004,,1,imu,lidar_ouster_right,imu
854,1120,2023-09-29 12:39:25.619403,,1,imu,lidar_ouster_right,imu
855,1121,2023-09-29 12:39:25.628857,,1,imu,lidar_ouster_right,imu
856,1122,2023-09-29 12:39:25.638179,,1,imu,lidar_ouster_right,imu
857,1123,2023-09-29 12:39:25.649105,,1,imu,lidar_ouster_right,imu
858,1124,2023-09-29 12:39:25.658480,,1,imu,lidar_ouster_right,imu
859,1125,2023-09-29 12:39:25.669453,,1,imu,lidar_ouster_right,imu
860,1126,2023-09-29 12:39:25.683968,,1,imu,lidar_ouster_right,imu
861,1127,2023-09-29 12:39:25.688232,,1,imu,lidar_ouster_right,imu
862,1128,2023-09-29 12:39:25.699176,,1,imu,lidar_ouster_right,imu
863,1129,2023-09-29 12:39:25.709012,,1,imu,lidar_ouster_right,imu
864,1130,2023-09-29 12:39:25.720081,,1,imu,lidar_ouster_right,imu
865,1131,2023-09-29 12:39:25.729190,,1,imu,lidar_ouster_right,imu
866,1132,2023-09-29 12:39:25.738264,,1,imu,lidar_ouster_right,imu
867,1133,2023-09-29 12:39:25.749895,,1,imu,lidar_ouster_right,imu
868,1134,2023-09-29 12:39:25.758602,,1,imu,lidar_ouster_right,imu
869,1135,2023-09-29 12:39:25.768023,,1,imu,lidar_ouster_right,imu
870,1136,2023-09-29 12:39:25.780955,,1,imu,lidar_ouster_right,imu
871,1137,2023-09-29 12:39:25.788281,,1,imu,lidar_ouster_right,imu
872,1138,2023-09-29 12:39:25.799219,,1,imu,lidar_ouster_right,imu
873,1139,2023-09-29 12:39:25.809257,,1,imu,lidar_ouster_right,imu
874,1140,2023-09-29 12:39:25.817994,,1,imu,lidar_ouster_right,imu
875,1141,2023-09-29 12:39:25.829685,,1,imu,lidar_ouster_right,imu
876,1142,2023-09-29 12:39:25.838411,,1,imu,lidar_ouster_right,imu
877,1143,2023-09-29 12:39:25.850460,,1,imu,lidar_ouster_right,imu
878,1144,2023-09-29 12:39:25.858666,,1,imu,lidar_ouster_right,imu
879,1145,2023-09-29 12:39:25.868064,,1,imu,lidar_ouster_right,imu
880,1146,2023-09-29 12:39:25.883318,,1,imu,lidar_ouster_right,imu
881,1147,2023-09-29 12:39:25.890305,,1,imu,lidar_ouster_right,imu
882,1148,2023-09-29 12:39:25.899322,,1,imu,lidar_ouster_right,imu
883,1149,2023-09-29 12:39:25.909261,,1,imu,lidar_ouster_right,imu
884,1150,2023-09-29 12:39:25.918059,,1,imu,lidar_ouster_right,imu
885,1152,2023-09-29 12:39:25.938418,,1,imu,lidar_ouster_right,imu
886,1153,2023-09-29 12:39:25.949515,,1,imu,lidar_ouster_right,imu
887,1154,2023-09-29 12:39:25.958738,,1,imu,lidar_ouster_right,imu
888,1155,2023-09-29 12:39:25.968120,,1,imu,lidar_ouster_right,imu
889,1156,2023-09-29 12:39:25.983714,,1,imu,lidar_ouster_right,imu
890,1157,2023-09-29 12:39:25.988445,,1,imu,lidar_ouster_right,imu
891,1158,2023-09-29 12:39:25.999388,,1,imu,lidar_ouster_right,imu
892,1159,2023-09-29 12:39:26.009587,,1,imu,lidar_ouster_right,imu
893,1160,2023-09-29 12:39:26.018144,,1,imu,lidar_ouster_right,imu
894,1162,2023-09-29 12:39:26.038515,,1,imu,lidar_ouster_right,imu
895,1163,2023-09-29 12:39:26.050058,,1,imu,lidar_ouster_right,imu
896,1164,2023-09-29 12:39:26.058820,,1,imu,lidar_ouster_right,imu
897,1165,2023-09-29 12:39:26.068196,,1,imu,lidar_ouster_right,imu
898,1166,2023-09-29 12:39:26.086011,,1,imu,lidar_ouster_right,imu
899,1167,2023-09-29 12:39:26.088528,,1,imu,lidar_ouster_right,imu
900,1168,2023-09-29 12:39:26.099470,,1,imu,lidar_ouster_right,imu
901,1169,2023-09-29 12:39:26.109576,,1,imu,lidar_ouster_right,imu
902,1170,2023-09-29 12:39:26.118219,,1,imu,lidar_ouster_right,imu
903,1172,2023-09-29 12:39:26.138575,,1,imu,lidar_ouster_right,imu
904,1173,2023-09-29 12:39:26.147959,,1,imu,lidar_ouster_right,imu
905,1174,2023-09-29 12:39:26.158877,,1,imu,lidar_ouster_right,imu
906,1175,2023-09-29 12:39:26.168268,,1,imu,lidar_ouster_right,imu
907,1176,2023-09-29 12:39:26.187824,,1,imu,lidar_ouster_right,imu
908,1177,2023-09-29 12:39:26.188576,,1,imu,lidar_ouster_right,imu
909,1178,2023-09-29 12:39:26.197966,,1,imu,lidar_ouster_right,imu
910,1179,2023-09-29 12:39:26.209298,,1,imu,lidar_ouster_right,imu
911,1180,2023-09-29 12:39:26.218301,,1,imu,lidar_ouster_right,imu
912,1182,2023-09-29 12:39:26.238641,,1,imu,lidar_ouster_right,imu
913,1183,2023-09-29 12:39:26.248008,,1,imu,lidar_ouster_right,imu
914,1184,2023-09-29 12:39:26.258942,,1,imu,lidar_ouster_right,imu
915,1185,2023-09-29 12:39:26.268341,,1,imu,lidar_ouster_right,imu
916,1186,2023-09-29 12:39:26.288062,,1,imu,lidar_ouster_right,imu
917,1187,2023-09-29 12:39:26.288780,,1,imu,lidar_ouster_right,imu
918,1188,2023-09-29 12:39:26.298031,,1,imu,lidar_ouster_right,imu
919,1189,2023-09-29 12:39:26.308966,,1,imu,lidar_ouster_right,imu
920,1190,2023-09-29 12:39:26.318426,,1,imu,lidar_ouster_right,imu
921,1192,2023-09-29 12:39:26.338773,,1,imu,lidar_ouster_right,imu
922,1193,2023-09-29 12:39:26.348131,,1,imu,lidar_ouster_right,imu
923,1194,2023-09-29 12:39:26.359044,,1,imu,lidar_ouster_right,imu
924,1195,2023-09-29 12:39:26.368410,,1,imu,lidar_ouster_right,imu
925,1196,2023-09-29 12:39:26.385472,,1,imu,lidar_ouster_right,imu
926,1197,2023-09-29 12:39:26.388701,,1,imu,lidar_ouster_right,imu
927,1198,2023-09-29 12:39:26.398083,,1,imu,lidar_ouster_right,imu
928,1199,2023-09-29 12:39:26.409236,,1,imu,lidar_ouster_right,imu
929,1200,2023-09-29 12:39:26.418395,,1,imu,lidar_ouster_right,imu
930,1202,2023-09-29 12:39:26.438711,,1,imu,lidar_ouster_right,imu
931,1203,2023-09-29 12:39:26.448115,,1,imu,lidar_ouster_right,imu
932,1204,2023-09-29 12:39:26.459029,,1,imu,lidar_ouster_right,imu
933,1205,2023-09-29 12:39:26.468444,,1,imu,lidar_ouster_right,imu
934,1206,2023-09-29 12:39:26.485442,,1,imu,lidar_ouster_right,imu
935,1207,2023-09-29 12:39:26.488733,,1,imu,lidar_ouster_right,imu
936,1208,2023-09-29 12:39:26.498090,,1,imu,lidar_ouster_right,imu
937,1209,2023-09-29 12:39:26.509032,,1,imu,lidar_ouster_right,imu
938,1210,2023-09-29 12:39:26.518391,,1,imu,lidar_ouster_right,imu
939,1212,2023-09-29 12:39:26.538724,,1,imu,lidar_ouster_right,imu
940,1213,2023-09-29 12:39:26.548091,,1,imu,lidar_ouster_right,imu
941,1214,2023-09-29 12:39:26.559049,,1,imu,lidar_ouster_right,imu
942,1215,2023-09-29 12:39:26.568409,,1,imu,lidar_ouster_right,imu
943,1216,2023-09-29 12:39:26.584510,,1,imu,lidar_ouster_right,imu
944,1217,2023-09-29 12:39:26.588718,,1,imu,lidar_ouster_right,imu
945,1218,2023-09-29 12:39:26.598067,,1,imu,lidar_ouster_right,imu
946,1219,2023-09-29 12:39:26.608997,,1,imu,lidar_ouster_right,imu
947,1220,2023-09-29 12:39:26.618394,,1,imu,lidar_ouster_right,imu
948,1222,2023-09-29 12:39:26.638706,,1,imu,lidar_ouster_right,imu
949,1223,2023-09-29 12:39:26.648102,,1,imu,lidar_ouster_right,imu
950,1224,2023-09-29 12:39:26.659048,,1,imu,lidar_ouster_right,imu
951,1225,2023-09-29 12:39:26.668396,,1,imu,lidar_ouster_right,imu
952,1226,2023-09-29 12:39:26.684453,,1,imu,lidar_ouster_right,imu
953,1227,2023-09-29 12:39:26.688693,,1,imu,lidar_ouster_right,imu
954,1228,2023-09-29 12:39:26.698070,,1,imu,lidar_ouster_right,imu
955,1229,2023-09-29 12:39:26.708986,,1,imu,lidar_ouster_right,imu
956,1230,2023-09-29 12:39:26.718380,,1,imu,lidar_ouster_right,imu
957,1231,2023-09-29 12:39:26.729318,,1,imu,lidar_ouster_right,imu
958,1232,2023-09-29 12:39:26.738698,,1,imu,lidar_ouster_right,imu
959,1233,2023-09-29 12:39:26.748071,,1,imu,lidar_ouster_right,imu
960,1234,2023-09-29 12:39:26.759010,,1,imu,lidar_ouster_right,imu
961,1235,2023-09-29 12:39:26.768408,,1,imu,lidar_ouster_right,imu
962,1236,2023-09-29 12:39:26.785195,,1,imu,lidar_ouster_right,imu
963,1237,2023-09-29 12:39:26.788671,,1,imu,lidar_ouster_right,imu
964,1238,2023-09-29 12:39:26.798049,,1,imu,lidar_ouster_right,imu
965,1239,2023-09-29 12:39:26.809479,,1,imu,lidar_ouster_right,imu
966,1240,2023-09-29 12:39:26.818354,,1,imu,lidar_ouster_right,imu
967,1242,2023-09-29 12:39:26.838701,,1,imu,lidar_ouster_right,imu
968,1243,2023-09-29 12:39:26.848140,,1,imu,lidar_ouster_right,imu
969,1244,2023-09-29 12:39:26.858995,,1,imu,lidar_ouster_right,imu
970,1245,2023-09-29 12:39:26.868376,,1,imu,lidar_ouster_right,imu
971,1246,2023-09-29 12:39:26.885159,,1,imu,lidar_ouster_right,imu
972,1247,2023-09-29 12:39:26.888654,,1,imu,lidar_ouster_right,imu
973,1248,2023-09-29 12:39:26.898050,,1,imu,lidar_ouster_right,imu
974,1249,2023-09-29 12:39:26.909415,,1,imu,lidar_ouster_right,imu
975,1250,2023-09-29 12:39:26.918420,,1,imu,lidar_ouster_right,imu
976,1252,2023-09-29 12:39:26.938688,,1,imu,lidar_ouster_right,imu
977,1253,2023-09-29 12:39:26.948097,,1,imu,lidar_ouster_right,imu
978,1254,2023-09-29 12:39:26.958967,,1,imu,lidar_ouster_right,imu
979,1255,2023-09-29 12:39:26.968433,,1,imu,lidar_ouster_right,imu
980,1256,2023-09-29 12:39:26.984524,,1,imu,lidar_ouster_right,imu
981,1257,2023-09-29 12:39:26.988694,,1,imu,lidar_ouster_right,imu
982,1258,2023-09-29 12:39:26.999600,,1,imu,lidar_ouster_right,imu
983,1259,2023-09-29 12:39:27.009450,,1,imu,lidar_ouster_right,imu
984,1260,2023-09-29 12:39:27.018365,,1,imu,lidar_ouster_right,imu
985,1262,2023-09-29 12:39:27.038657,,1,imu,lidar_ouster_right,imu
986,1263,2023-09-29 12:39:27.049808,,1,imu,lidar_ouster_right,imu
987,1264,2023-09-29 12:39:27.058965,,1,imu,lidar_ouster_right,imu
988,1265,2023-09-29 12:39:27.068340,,1,imu,lidar_ouster_right,imu
989,1266,2023-09-29 12:39:27.084577,,1,imu,lidar_ouster_right,imu
990,1267,2023-09-29 12:39:27.088612,,1,imu,lidar_ouster_right,imu
991,1268,2023-09-29 12:39:27.099633,,1,imu,lidar_ouster_right,imu
992,1269,2023-09-29 12:39:27.109220,,1,imu,lidar_ouster_right,imu
993,1270,2023-09-29 12:39:27.118291,,1,imu,lidar_ouster_right,imu
994,1272,2023-09-29 12:39:27.138623,,1,imu,lidar_ouster_right,imu
995,1273,2023-09-29 12:39:27.149551,,1,imu,lidar_ouster_right,imu
996,1274,2023-09-29 12:39:27.158919,,1,imu,lidar_ouster_right,imu
997,1275,2023-09-29 12:39:27.168309,,1,imu,lidar_ouster_right,imu
998,1276,2023-09-29 12:39:27.185598,,1,imu,lidar_ouster_right,imu
999,1277,2023-09-29 12:39:27.188631,,1,imu,lidar_ouster_right,imu
1000,1278,2023-09-29 12:39:27.199533,,1,imu,lidar_ouster_right,imu
1001,1279,2023-09-29 12:39:27.209285,,1,imu,lidar_ouster_right,imu
1002,1280,2023-09-29 12:39:27.218319,,1,imu,lidar_ouster_right,imu
1003,1281,2023-09-29 12:39:27.229282,,1,imu,lidar_ouster_right,imu
1004,1282,2023-09-29 12:39:27.238678,,1,imu,lidar_ouster_right,imu
1005,1283,2023-09-29 12:39:27.249593,,1,imu,lidar_ouster_right,imu
1006,1284,2023-09-29 12:39:27.258899,,1,imu,lidar_ouster_right,imu
1007,1285,2023-09-29 12:39:27.268295,,1,imu,lidar_ouster_right,imu
1008,1286,2023-09-29 12:39:27.287760,,1,imu,lidar_ouster_right,imu
1009,1287,2023-09-29 12:39:27.288779,,1,imu,lidar_ouster_right,imu
1010,1288,2023-09-29 12:39:27.299555,,1,imu,lidar_ouster_right,imu
1011,1289,2023-09-29 12:39:27.308896,,1,imu,lidar_ouster_right,imu
1012,1290,2023-09-29 12:39:27.318312,,1,imu,lidar_ouster_right,imu
1013,1292,2023-09-29 12:39:27.338636,,1,imu,lidar_ouster_right,imu
1014,1293,2023-09-29 12:39:27.349566,,1,imu,lidar_ouster_right,imu
1015,1294,2023-09-29 12:39:27.358893,,1,imu,lidar_ouster_right,imu
1016,1295,2023-09-29 12:39:27.368293,,1,imu,lidar_ouster_right,imu
1017,1296,2023-09-29 12:39:27.385399,,1,imu,lidar_ouster_right,imu
1018,1297,2023-09-29 12:39:27.388582,,1,imu,lidar_ouster_right,imu
1019,1298,2023-09-29 12:39:27.399508,,1,imu,lidar_ouster_right,imu
1020,1299,2023-09-29 12:39:27.408884,,1,imu,lidar_ouster_right,imu
1021,1300,2023-09-29 12:39:27.418266,,1,imu,lidar_ouster_right,imu
1022,1302,2023-09-29 12:39:27.438602,,1,imu,lidar_ouster_right,imu
1023,1303,2023-09-29 12:39:27.450287,,1,imu,lidar_ouster_right,imu
1024,1304,2023-09-29 12:39:27.458894,,1,imu,lidar_ouster_right,imu
1025,1305,2023-09-29 12:39:27.468270,,1,imu,lidar_ouster_right,imu
1026,1306,2023-09-29 12:39:27.483553,,1,imu,lidar_ouster_right,imu
1027,1307,2023-09-29 12:39:27.488554,,1,imu,lidar_ouster_right,imu
1028,1308,2023-09-29 12:39:27.499545,,1,imu,lidar_ouster_right,imu
1029,1309,2023-09-29 12:39:27.508867,,1,imu,lidar_ouster_right,imu
1030,1310,2023-09-29 12:39:27.518312,,1,imu,lidar_ouster_right,imu
1031,1311,2023-09-29 12:39:27.529183,,1,imu,lidar_ouster_right,imu
1032,1312,2023-09-29 12:39:27.538577,,1,imu,lidar_ouster_right,imu
1033,1313,2023-09-29 12:39:27.549940,,1,imu,lidar_ouster_right,imu
1034,1314,2023-09-29 12:39:27.558875,,1,imu,lidar_ouster_right,imu
1035,1315,2023-09-29 12:39:27.568269,,1,imu,lidar_ouster_right,imu
1036,1316,2023-09-29 12:39:27.582920,,1,imu,lidar_ouster_right,imu
1037,1317,2023-09-29 12:39:27.588579,,1,imu,lidar_ouster_right,imu
1038,1318,2023-09-29 12:39:27.599499,,1,imu,lidar_ouster_right,imu
1039,1319,2023-09-29 12:39:27.608917,,1,imu,lidar_ouster_right,imu
1040,1320,2023-09-29 12:39:27.618273,,1,imu,lidar_ouster_right,imu
1041,1321,2023-09-29 12:39:27.629773,,1,imu,lidar_ouster_right,imu
1042,1322,2023-09-29 12:39:27.638563,,1,imu,lidar_ouster_right,imu
1043,1323,2023-09-29 12:39:27.650107,,1,imu,lidar_ouster_right,imu
1044,1324,2023-09-29 12:39:27.658919,,1,imu,lidar_ouster_right,imu
1045,1325,2023-09-29 12:39:27.668357,,1,imu,lidar_ouster_right,imu
1046,1326,2023-09-29 12:39:27.683974,,1,imu,lidar_ouster_right,imu
1047,1327,2023-09-29 12:39:27.688557,,1,imu,lidar_ouster_right,imu
1048,1328,2023-09-29 12:39:27.699480,,1,imu,lidar_ouster_right,imu
1049,1329,2023-09-29 12:39:27.709580,,1,imu,lidar_ouster_right,imu
1050,1330,2023-09-29 12:39:27.718282,,1,imu,lidar_ouster_right,imu
1051,1331,2023-09-29 12:39:27.729208,,1,imu,lidar_ouster_right,imu
1052,1332,2023-09-29 12:39:27.738557,,1,imu,lidar_ouster_right,imu
1053,1333,2023-09-29 12:39:27.749799,,1,imu,lidar_ouster_right,imu
1054,1334,2023-09-29 12:39:27.758867,,1,imu,lidar_ouster_right,imu
1055,1335,2023-09-29 12:39:27.768268,,1,imu,lidar_ouster_right,imu
1056,1336,2023-09-29 12:39:27.779636,,1,imu,lidar_ouster_right,imu
1057,1337,2023-09-29 12:39:27.788579,,1,imu,lidar_ouster_right,imu
1058,1338,2023-09-29 12:39:27.799524,,1,imu,lidar_ouster_right,imu
1059,1339,2023-09-29 12:39:27.808878,,1,imu,lidar_ouster_right,imu
1060,1340,2023-09-29 12:39:27.818233,,1,imu,lidar_ouster_right,imu
1061,1341,2023-09-29 12:39:27.829617,,1,imu,lidar_ouster_right,imu
1062,1342,2023-09-29 12:39:27.838576,,1,imu,lidar_ouster_right,imu
1063,1343,2023-09-29 12:39:27.849839,,1,imu,lidar_ouster_right,imu
1064,1344,2023-09-29 12:39:27.858899,,1,imu,lidar_ouster_right,imu
1065,1345,2023-09-29 12:39:27.868293,,1,imu,lidar_ouster_right,imu
1066,1346,2023-09-29 12:39:27.882826,,1,imu,lidar_ouster_right,imu
1067,1347,2023-09-29 12:39:27.888567,,1,imu,lidar_ouster_right,imu
1068,1348,2023-09-29 12:39:27.899620,,1,imu,lidar_ouster_right,imu
1069,1349,2023-09-29 12:39:27.909241,,1,imu,lidar_ouster_right,imu
1070,1350,2023-09-29 12:39:27.918278,,1,imu,lidar_ouster_right,imu
1071,1351,2023-09-29 12:39:27.930491,,1,imu,lidar_ouster_right,imu
1072,1352,2023-09-29 12:39:27.938618,,1,imu,lidar_ouster_right,imu
1073,1353,2023-09-29 12:39:27.949821,,1,imu,lidar_ouster_right,imu
1074,1354,2023-09-29 12:39:27.958942,,1,imu,lidar_ouster_right,imu
1075,1355,2023-09-29 12:39:27.968304,,1,imu,lidar_ouster_right,imu
1076,1356,2023-09-29 12:39:27.986215,,1,imu,lidar_ouster_right,imu
1077,1357,2023-09-29 12:39:27.988607,,1,imu,lidar_ouster_right,imu
1078,1358,2023-09-29 12:39:27.999608,,1,imu,lidar_ouster_right,imu
1079,1359,2023-09-29 12:39:28.009589,,1,imu,lidar_ouster_right,imu
1080,1360,2023-09-29 12:39:28.018306,,1,imu,lidar_ouster_right,imu
1081,1361,2023-09-29 12:39:28.029309,,1,imu,lidar_ouster_right,imu
1082,1362,2023-09-29 12:39:28.038631,,1,imu,lidar_ouster_right,imu
1083,1363,2023-09-29 12:39:28.049903,,1,imu,lidar_ouster_right,imu
1084,1364,2023-09-29 12:39:28.058942,,1,imu,lidar_ouster_right,imu
1085,1365,2023-09-29 12:39:28.068332,,1,imu,lidar_ouster_right,imu
1086,1366,2023-09-29 12:39:28.083200,,1,imu,lidar_ouster_right,imu
1087,1367,2023-09-29 12:39:28.088639,,1,imu,lidar_ouster_right,imu
1088,1368,2023-09-29 12:39:28.100115,,1,imu,lidar_ouster_right,imu
1089,1369,2023-09-29 12:39:28.109936,,1,imu,lidar_ouster_right,imu
1090,1370,2023-09-29 12:39:28.118328,,1,imu,lidar_ouster_right,imu
1091,1371,2023-09-29 12:39:28.129328,,1,imu,lidar_ouster_right,imu
1092,1372,2023-09-29 12:39:28.138673,,1,imu,lidar_ouster_right,imu
1093,1373,2023-09-29 12:39:28.149651,,1,imu,lidar_ouster_right,imu
1094,1374,2023-09-29 12:39:28.159067,,1,imu,lidar_ouster_right,imu
1095,1375,2023-09-29 12:39:28.168402,,1,imu,lidar_ouster_right,imu
1096,1376,2023-09-29 12:39:28.181393,,1,imu,lidar_ouster_right,imu
1097,1377,2023-09-29 12:39:28.188685,,1,imu,lidar_ouster_right,imu
1098,1378,2023-09-29 12:39:28.199616,,1,imu,lidar_ouster_right,imu
1099,1379,2023-09-29 12:39:28.208993,,1,imu,lidar_ouster_right,imu
1100,1380,2023-09-29 12:39:28.218409,,1,imu,lidar_ouster_right,imu
1101,1381,2023-09-29 12:39:28.229411,,1,imu,lidar_ouster_right,imu
1102,1382,2023-09-29 12:39:28.238708,,1,imu,lidar_ouster_right,imu
1103,1383,2023-09-29 12:39:28.249643,,1,imu,lidar_ouster_right,imu
1104,1384,2023-09-29 12:39:28.259026,,1,imu,lidar_ouster_right,imu
1105,1385,2023-09-29 12:39:28.268422,,1,imu,lidar_ouster_right,imu
1106,1386,2023-09-29 12:39:28.281523,,1,imu,lidar_ouster_right,imu
1107,1387,2023-09-29 12:39:28.288723,,1,imu,lidar_ouster_right,imu
1108,1388,2023-09-29 12:39:28.299640,,1,imu,lidar_ouster_right,imu
1109,1389,2023-09-29 12:39:28.309398,,1,imu,lidar_ouster_right,imu
1110,1390,2023-09-29 12:39:28.318394,,1,imu,lidar_ouster_right,imu
1111,1391,2023-09-29 12:39:28.329360,,1,imu,lidar_ouster_right,imu
1112,1392,2023-09-29 12:39:28.338742,,1,imu,lidar_ouster_right,imu
1113,1393,2023-09-29 12:39:28.349664,,1,imu,lidar_ouster_right,imu
1114,1394,2023-09-29 12:39:28.359106,,1,imu,lidar_ouster_right,imu
1115,1395,2023-09-29 12:39:28.368458,,1,imu,lidar_ouster_right,imu
1116,1396,2023-09-29 12:39:28.382593,,1,imu,lidar_ouster_right,imu
1117,1397,2023-09-29 12:39:28.388752,,1,imu,lidar_ouster_right,imu
1118,1398,2023-09-29 12:39:28.399670,,1,imu,lidar_ouster_right,imu
1119,1399,2023-09-29 12:39:28.409050,,1,imu,lidar_ouster_right,imu
1120,1400,2023-09-29 12:39:28.418422,,1,imu,lidar_ouster_right,imu
1121,1401,2023-09-29 12:39:28.429582,,1,imu,lidar_ouster_right,imu
1122,1402,2023-09-29 12:39:28.438762,,1,imu,lidar_ouster_right,imu
1123,1403,2023-09-29 12:39:28.449684,,1,imu,lidar_ouster_right,imu
1124,1404,2023-09-29 12:39:28.459087,,1,imu,lidar_ouster_right,imu
1125,1405,2023-09-29 12:39:28.468453,,1,imu,lidar_ouster_right,imu
1126,1406,2023-09-29 12:39:28.488437,,1,imu,lidar_ouster_right,imu
1127,1407,2023-09-29 12:39:28.488758,,1,imu,lidar_ouster_right,imu
1128,1408,2023-09-29 12:39:28.499705,,1,imu,lidar_ouster_right,imu
1129,1409,2023-09-29 12:39:28.509068,,1,imu,lidar_ouster_right,imu
